Timestamp,Average EAR,Blink Count
2024-11-26 20:45:28,0.23375988749432675,6
2024-11-26 20:45:43,0.24026098529803955,13
2024-11-26 20:45:58,0.23393108042239535,26
2024-11-26 20:46:13,0.2842314137634991,32
2024-11-26 20:46:28,0.27627907605525426,36
2024-11-26 20:46:43,0.28639514096937047,43
2024-11-26 20:46:58,0.25005140823552324,54
2024-11-26 20:47:13,0.23474388382393194,64
2024-11-26 20:47:28,0.21850728518784632,80
2024-11-26 20:47:43,0.19668430720744065,85
2024-11-26 20:47:58,0.17689361694711073,130
2024-11-26 20:48:13,0.2140191732531317,149
2024-11-26 20:48:28,0.19539340099451052,176
2024-11-26 20:48:43,0.2196688631706216,188
2024-11-26 20:48:58,0.19178359747937682,226
2024-11-26 20:49:13,0.22392264761973912,236
2024-11-26 20:49:28,0.2345134932152821,244
2024-11-26 20:49:43,0.20938904190504964,252
2024-11-26 20:49:58,0.21620646132138713,258
2024-11-26 20:50:13,0.20757987872257547,267
2024-11-26 20:50:28,0.21931649287848326,279
2024-11-26 20:50:43,0.21435125844498049,293
2024-11-26 20:50:58,0.2533128856736496,301
2024-11-26 20:51:14,0.29428111930357914,305
2024-11-26 20:51:29,0.23435657463452406,318
2024-11-26 20:51:44,0.2286443498483343,326
2024-11-26 20:51:59,0.196595709512296,344
2024-11-26 20:52:14,0.19923931280786766,375
2024-11-26 20:52:29,0.17421800307475874,420
2024-11-26 20:52:44,0.2123136418610032,434
2024-11-26 20:52:59,0.18344247371359448,472
2024-11-26 20:53:14,0.206109489422696,497
2024-11-26 20:53:29,0.21427621949709297,515
2024-11-26 20:53:44,0.21321636300802596,540
2024-11-26 20:53:59,0.21460749422611997,556
2024-11-26 20:54:14,0.20315305249121016,567
2024-11-26 20:54:29,0.19158282161705398,580
2024-11-26 20:54:44,0.16651147073696754,621
2024-11-26 20:54:59,0.1977392227123414,635
2024-11-26 20:55:14,0.21112705853462937,644
2024-11-26 20:55:29,0.2464754987670431,651
2024-11-26 20:55:44,0.23678512388059092,659
2024-11-26 20:55:59,0.20332490041800158,675
2024-11-26 20:56:14,0.21714136220679278,686
2024-11-26 20:56:29,0.2388428636683861,688
2024-11-26 20:56:44,0.2876138051651608,689
2024-11-26 20:56:59,0.22613658849909785,699
2024-11-26 20:57:14,0.20389672735566913,722
2024-11-26 20:57:29,0.19922685543639707,753
2024-11-26 20:57:44,0.19616739306869552,767
2024-11-26 20:57:59,0.16704704816549631,800
2024-11-26 20:58:14,0.1674164022845277,843
2024-11-26 20:58:29,0.2029547943993312,869
2024-11-26 20:58:44,0.1468539276076684,943
2024-11-26 20:58:59,0.22979450198471243,961
2024-11-26 20:59:14,0.2250380608584108,968
2024-11-26 20:59:29,0.23992824451908557,977
2024-11-26 20:59:44,0.2129728444743169,994
2024-11-26 20:59:59,0.248912735580079,1000
2024-11-26 21:00:14,0.2312181868319725,1007
2024-11-26 21:00:29,0.24584956676872063,1010
2024-11-26 21:00:44,0.21839256287865652,1015
2024-11-26 21:00:59,0.22400649262535155,1022
2024-11-26 21:01:14,0.20815568060573342,1030
2024-11-26 21:01:29,0.2564395215537544,1035
2024-11-26 21:01:44,0.18342527411706663,1062
2024-11-26 21:01:59,0.18128191808944885,1122
2024-11-26 21:02:14,0.21478182405019758,1129
2024-11-26 21:02:29,0.24621057863670812,1132
2024-11-26 21:02:44,0.22643233023461787,1137
2024-11-26 21:02:59,0.2118377118972648,1152
2024-11-26 21:03:14,0.2037417536549775,1158
2024-11-26 21:03:30,0.21092532286166843,1173
2024-11-26 21:03:45,0.25002284339453906,1178
2024-11-26 21:04:00,0.24379593521458084,1183
2024-11-26 21:04:15,0.263184893810105,1190
2024-11-26 21:04:30,0.2649717857037241,1193
2024-11-26 21:04:45,0.24527400915424943,1197
2024-11-26 21:05:00,0.230946975761806,1201
2024-11-26 21:05:15,0.2339930853381335,1207
2024-11-26 21:05:30,0.22214109519612854,1220
2024-11-26 21:05:45,0.24512495055824488,1220
2024-11-26 21:06:00,0.218913373163822,1223
2024-11-26 21:06:15,0.1956979917213497,1245
2024-11-26 21:06:30,0.22893346545578835,1254
2024-11-26 21:06:45,0.199892110944639,1275
2024-11-26 21:07:00,0.1678907535792474,1328
2024-11-26 21:07:15,0.17964552733027603,1368
2024-11-26 21:07:30,0.17353983259049713,1402
2024-11-26 21:07:45,0.21342680936276928,1419
2024-11-26 21:08:00,0.17942157877988904,1446
2024-11-26 21:08:15,0.22050864836331008,1452
2024-11-26 21:08:30,0.21832796000902266,1462
2024-11-26 21:08:45,0.20152719542657005,1478
2024-11-26 21:09:00,0.17515752752841376,1535
2024-11-26 21:09:15,0.1632712946357321,1582
2024-11-26 21:09:30,0.17258092270632822,1611
2024-11-26 21:09:45,0.18905781035128577,1632
2024-11-26 21:10:00,0.19717013483823298,1647
2024-11-26 21:10:15,0.16931355843851514,1695
2024-11-26 21:10:30,0.15189293520466235,1771
2024-11-26 21:10:45,0.19590011674854704,1803
2024-11-26 21:11:00,0.2176786188169497,1810
2024-11-26 21:11:15,0.20818789157378148,1817
2024-11-26 21:11:30,0.20397599153998971,1823
2024-11-26 21:11:45,0.22314255787667583,1830
2024-11-26 21:12:00,0.21390467535554605,1834
2024-11-26 21:12:15,0.21659735145046113,1837
2024-11-26 21:12:30,0.19340560454706676,1854
2024-11-26 21:12:45,0.19864079874461515,1868
2024-11-26 21:13:00,0.19643136350640522,1876
2024-11-26 21:13:15,0.2115462914199809,1888
2024-11-26 21:13:30,0.2299857703253876,1897
2024-11-26 21:13:45,0.23788912826949718,1902
2024-11-26 21:14:00,0.2122059584932691,1912
2024-11-26 21:14:15,0.23835798448827397,1917
2024-11-26 21:14:30,0.2251044596967448,1925
2024-11-26 21:14:46,0.20769062809723532,1934
2024-11-26 21:15:01,0.21586797772175545,1945
2024-11-26 21:15:16,0.20243651334610224,1954
2024-11-26 21:15:31,0.179032004115129,1984
2024-11-26 21:15:46,0.1946730504453381,1995
2024-11-26 21:16:01,0.1822932391113762,2006
2024-11-26 21:16:16,0.2298255725212935,2018
2024-11-26 21:16:31,0.26157080704403857,2018
2024-11-26 21:16:46,0.25085549598221896,2020
2024-11-26 21:17:01,0.21309139193055077,2035
2024-11-26 21:17:16,0.22138050048446867,2050
2024-11-26 21:17:31,0.24067838126704943,2056
2024-11-26 21:17:46,0.2297432060092616,2061
2024-11-26 21:18:01,0.20330596756789038,2077
2024-11-26 21:18:16,0.23050139576389608,2085
2024-11-26 21:18:31,0.22698630369025694,2097
2024-11-26 21:18:46,0.23135528327235766,2105
2024-11-26 21:19:01,0.22111040309732083,2114
2024-11-26 21:19:16,0.21607714090997984,2125
2024-11-26 21:19:31,0.2409684675646892,2126
2024-11-26 21:19:46,0.20818915847938593,2130
2024-11-26 21:20:01,0.19877779169687307,2149
2024-11-26 21:20:16,0.18524444847573268,2175
2024-11-26 21:20:31,0.1782624042812614,2200
2024-11-26 21:20:46,0.1861698571408852,2216
2024-11-26 21:21:01,0.23897634734313086,2222
2024-11-26 21:21:16,0.22754515027602504,2224
2024-11-26 21:21:31,0.25434980798379664,2226
2024-11-26 21:21:46,0.24566510193028765,2230
2024-11-26 21:22:01,0.23147932669214044,2240
2024-11-26 21:22:16,0.21723447289702044,2247
2024-11-26 21:22:31,0.23005067109412855,2253
2024-11-26 21:22:46,0.19902422948044973,2261
2024-11-26 21:23:01,0.22152113532931564,2267
2024-11-26 21:23:16,0.21244941825097033,2275
2024-11-26 21:23:31,0.21332673884684233,2279
2024-11-26 21:23:46,0.2187078740813478,2288
2024-11-26 21:24:01,0.22012430049306766,2295
2024-11-26 21:24:16,0.229531958932725,2302
2024-11-26 21:24:31,0.2090798707335995,2308
2024-11-26 21:24:46,0.19815931462371378,2318
2024-11-26 21:25:01,0.20170039337814183,2356
2024-11-26 21:25:17,0.16902461880768313,2393
2024-11-26 21:25:32,0.18700483155552836,2408
2024-11-26 21:25:47,0.184619372445427,2415
2024-11-26 21:26:02,0.20375321993827442,2423
2024-11-26 21:26:17,0.1893592402144527,2435
2024-11-26 21:26:32,0.18461099069107978,2452
2024-11-26 21:26:47,0.1836881946093409,2469
2024-11-26 21:27:02,0.22291554928910234,2480
2024-11-26 21:27:17,0.17465161573904925,2521
2024-11-26 21:27:32,0.185258186327619,2538
2024-11-26 21:27:47,0.2063120844090741,2553
2024-11-26 21:28:02,0.19314345293437532,2571
2024-11-26 21:28:17,0.2302799354768018,2579
2024-11-26 21:28:32,0.20633627399628188,2589
2024-11-26 21:28:47,0.20550262332378053,2600
2024-11-26 21:29:02,0.21972120264362865,2604
2024-11-26 21:29:17,0.25045333569618594,2608
2024-11-26 21:29:32,0.21663754007570687,2622
2024-11-26 21:29:47,0.1791558612991596,2643
2024-11-26 21:30:02,0.19444538873744113,2658
2024-11-26 21:30:17,0.22263367321401123,2668
2024-11-26 21:30:32,0.2250633104496026,2677
2024-11-26 21:30:47,0.2257524878988249,2678
2024-11-26 21:31:02,0.21636526645639734,2684
2024-11-26 21:31:17,0.22186299498746917,2690
2024-11-26 21:31:32,0.22628081118885252,2695
2024-11-26 21:31:47,0.21151017387044924,2706
2024-11-26 21:32:02,0.19162174351920344,2716
2024-11-26 21:32:17,0.20077300728351358,2725
2024-11-26 21:32:32,0.21217729972571286,2736
2024-11-26 21:32:47,0.2330856898197973,2745
2024-11-26 21:33:02,0.2314560827861965,2751
2024-11-26 21:33:17,0.2250617118110344,2764
2024-11-26 21:33:32,0.18224022152238453,2783
2024-11-26 21:33:47,0.2143439137340042,2792
2024-11-26 21:34:02,0.22863720317541686,2799
2024-11-26 21:34:17,0.2107855319472693,2805
2024-11-26 21:34:33,0.21209392646565772,2813
2024-11-26 21:34:48,0.2151876852497359,2818
2024-11-26 21:35:03,0.22543119027541236,2823
2024-11-26 21:35:18,0.21604328203900672,2825
2024-11-26 21:35:33,0.23325608857527297,2826
2024-11-26 21:35:48,0.22417732663228393,2831
2024-11-26 21:36:03,0.23393281999463472,2835
2024-11-26 21:36:18,0.22473540341699813,2845
2024-11-26 21:36:33,0.22453906476728008,2853
2024-11-26 21:36:48,0.2224268198476996,2861
2024-11-26 21:37:03,0.21444674744635356,2871
2024-11-26 21:37:18,0.218929486027705,2873
